ENSG00000290825	DDX11L2
ENSG00000187559	FOXD4L3
ENSG00000234394	LINC03025
ENSG00000225337	ENSG00000225337
ENSG00000154330	PGM5
ENSG00000224958	PGM5-AS1
ENSG00000233178	ENSG00000233178
ENSG00000229019	ENSG00000229019
ENSG00000181778	TMEM252
ENSG00000226337	TMEM252-DT
ENSG00000234506	LINC01506
ENSG00000107242	PIP5K1B
ENSG00000187866	PABIR1
ENSG00000236733	ENSG00000236733
ENSG00000288771	ENSG00000288771
ENSG00000165059	PRKACG
ENSG00000165060	FXN
ENSG00000119139	TJP2
ENSG00000278910	BANCR
ENSG00000135063	ENTREP1
ENSG00000107282	APBA1
ENSG00000243888	ENSG00000243888
ENSG00000229312	ENSG00000229312
ENSG00000261447	ENSG00000261447
ENSG00000188647	PTAR1
ENSG00000225626	CFAP95-DT
ENSG00000204711	CFAP95
ENSG00000204706	MAMDC2-AS1
ENSG00000165072	MAMDC2
ENSG00000268364	SMC5-DT
ENSG00000198887	SMC5
ENSG00000274421	ENSG00000274421
ENSG00000119138	KLF9
ENSG00000289159	ENSG00000289159
ENSG00000083067	TRPM3
ENSG00000232086	ENSG00000232086
ENSG00000223966	ENSG00000223966
ENSG00000289163	ENSG00000289163
ENSG00000135048	CEMIP2
ENSG00000107362	ABHD17B
ENSG00000155621	C9orf85
ENSG00000204669	C9orf57
ENSG00000286823	ENSG00000286823
ENSG00000119125	GDA
ENSG00000235523	ENSG00000235523
ENSG00000225434	LINC01504
ENSG00000107372	ZFAND5
ENSG00000288865	ENSG00000288865
ENSG00000165091	TMC1
ENSG00000289993	ENSG00000289993
ENSG00000236849	LINC01474
ENSG00000165092	ALDH1A1
ENSG00000135046	ANXA1
ENSG00000286840	ENSG00000286840
ENSG00000232590	ENSG00000232590
ENSG00000227809	ENSG00000227809
ENSG00000224825	RORB-AS1
ENSG00000198963	RORB
ENSG00000286944	ENSG00000286944
ENSG00000119121	TRPM6
ENSG00000135045	C9orf40
ENSG00000203321	CARNMT1-AS1
ENSG00000156017	CARNMT1
ENSG00000229587	ENSG00000229587
ENSG00000106733	NMRK1
ENSG00000134996	OSTF1
ENSG00000236376	ENSG00000236376
ENSG00000099139	PCSK5
ENSG00000135002	RFK
ENSG00000187210	GCNT1
ENSG00000106772	PRUNE2
ENSG00000225937	PCA3
ENSG00000286332	ENSG00000286332
ENSG00000204612	FOXB2
ENSG00000232998	VPS13A-AS1
ENSG00000197969	VPS13A
ENSG00000156049	GNA14
ENSG00000231373	GNA14-AS1
ENSG00000156052	GNAQ
ENSG00000289440	ENSG00000289440
ENSG00000148019	CEP78
ENSG00000135069	PSAT1
ENSG00000260995	ENSG00000260995
ENSG00000233086	LNCARSR
ENSG00000106829	TLE4
ENSG00000232494	ENSG00000232494
ENSG00000260564	ENSG00000260564
ENSG00000280366	ENSG00000280366
ENSG00000230945	LINC01507
ENSG00000226798	ENSG00000226798
ENSG00000196781	TLE1
ENSG00000233926	TLE1-DT
ENSG00000291172	SPATA31D5P
ENSG00000230846	ENSG00000230846
ENSG00000189357	SPATA31D4
ENSG00000267559	ENSG00000267559
ENSG00000186788	SPATA31D3
ENSG00000290551	ENSG00000290551
ENSG00000214929	SPATA31D1
ENSG00000225085	ENSG00000225085
ENSG00000232749	ENSG00000232749
ENSG00000286612	ENSG00000286612
ENSG00000165105	RASEF
ENSG00000286451	ENSG00000286451
ENSG00000229109	FRMD3-AS1
ENSG00000172159	FRMD3
ENSG00000237529	ENSG00000237529
ENSG00000148057	IDNK
ENSG00000135018	UBQLN1
ENSG00000254473	UBQLN1-AS1
ENSG00000165113	GKAP1
ENSG00000226877	ENSG00000226877
ENSG00000231616	ENSG00000231616
ENSG00000165115	KIF27
ENSG00000165118	C9orf64
ENSG00000165119	HNRNPK
ENSG00000235298	HNRNPK-AS1
ENSG00000178966	RMI1
ENSG00000227463	ENSG00000227463
ENSG00000197506	SLC28A3
ENSG00000233262	SLC28A3-AS1
ENSG00000285987	ENSG00000285987
ENSG00000148053	NTRK2
ENSG00000285556	ENSG00000285556
ENSG00000287930	ENSG00000287930
ENSG00000285634	ENSG00000285634
ENSG00000135049	AGTPBP1
ENSG00000229454	ENSG00000229454
ENSG00000230303	ENSG00000230303
ENSG00000290924	ENSG00000290924
ENSG00000289214	ENSG00000289214
ENSG00000135040	NAA35
ENSG00000135052	GOLM1
ENSG00000287333	ENSG00000287333
ENSG00000187753	C9orf153
ENSG00000135070	ISCA1
ENSG00000083223	TUT7
ENSG00000235819	ENSG00000235819
ENSG00000232211	ENSG00000232211
ENSG00000285686	LINC02834
ENSG00000288575	ENSG00000288575
ENSG00000180447	GAS1
ENSG00000226237	GAS1RR
ENSG00000269994	LINC02893
ENSG00000204446	LINC02872
ENSG00000288903	ENSG00000288903
ENSG00000289166	ENSG00000289166
ENSG00000288968	ENSG00000288968
ENSG00000286842	ENSG00000286842
ENSG00000196730	DAPK1
ENSG00000236709	DAPK1-IT1
ENSG00000135047	CTSL
ENSG00000290757	CTSL3P
ENSG00000290881	ENSG00000290881
ENSG00000233884	ENSG00000233884
ENSG00000290882	ENSG00000290882
ENSG00000290883	ENSG00000290883
ENSG00000177992	SPATA31E1
ENSG00000230246	SPATA31C1
ENSG00000289459	ENSG00000289459
ENSG00000283205	ENSG00000283205
ENSG00000156345	CDK20
ENSG00000287750	LINC03026
ENSG00000177910	SPATA31C2
ENSG00000287769	ENSG00000287769
ENSG00000106723	SPIN1
ENSG00000130045	NXNL2
ENSG00000228189	LINC02843
ENSG00000286414	ENSG00000286414
ENSG00000228658	ENSG00000228658
ENSG00000213694	S1PR3
ENSG00000148082	SHC3
ENSG00000224945	ENSG00000224945
ENSG00000123975	CKS2
ENSG00000187742	SECISBP2
ENSG00000187764	SEMA4D
ENSG00000285907	ENSG00000285907
ENSG00000130222	GADD45G
ENSG00000237372	LINC03062
ENSG00000236507	ENSG00000236507
ENSG00000226206	ENSG00000226206
ENSG00000237626	ENSG00000237626
ENSG00000227555	MIR4290HG
ENSG00000231107	LINC01508
ENSG00000229613	LINC01501
ENSG00000165023	DIRAS2
ENSG00000165025	SYK
ENSG00000287212	ENSG00000287212
ENSG00000228216	ENSG00000228216
ENSG00000260454	LINC02957
ENSG00000237422	ENSG00000237422
ENSG00000230537	LINC02937
ENSG00000229694	LINC00484
ENSG00000235641	LINC00484
ENSG00000289123	ENSG00000289123
ENSG00000273381	ENSG00000273381
ENSG00000148090	AUH
ENSG00000165030	NFIL3
ENSG00000233081	ENSG00000233081
ENSG00000169071	ROR2
ENSG00000090054	SPTLC1
ENSG00000290644	ENSG00000290644
ENSG00000290645	ENSG00000290645
ENSG00000236115	ENSG00000236115
ENSG00000196305	IARS1
ENSG00000198000	NOL8
ENSG00000188312	CENPP
ENSG00000106809	OGN
ENSG00000127083	OMD
ENSG00000106819	ASPN
ENSG00000106823	ECM2
ENSG00000285650	ENSG00000285650
ENSG00000127080	IPPK
ENSG00000185963	BICD2
ENSG00000288062	ENSG00000288062
ENSG00000291168	ENSG00000291168
ENSG00000127081	ZNF484
ENSG00000291169	ENSG00000291169
ENSG00000127084	FGD3
ENSG00000157303	SUSD3
ENSG00000223446	ENSG00000223446
ENSG00000165233	CARD19
ENSG00000131669	NINJ1
ENSG00000203364	ENSG00000203364
ENSG00000165238	WNK2
ENSG00000290685	ENSG00000290685
ENSG00000237385	ENSG00000237385
ENSG00000188938	FAM120AOS
ENSG00000048828	FAM120A
ENSG00000289031	ENSG00000289031
ENSG00000197724	PHF2
ENSG00000231990	ENSG00000231990
ENSG00000131668	BARX1
ENSG00000235601	BARX1-DT
ENSG00000158079	PTPDC1
ENSG00000286834	ENSG00000286834
ENSG00000269929	MIRLET7A1HG
ENSG00000230262	LINC02603
ENSG00000175787	ZNF169
ENSG00000130950	NUTM2F
ENSG00000232063	ENSG00000232063
ENSG00000148110	MFSD14B
ENSG00000286850	ENSG00000286850
ENSG00000231806	PCAT7
ENSG00000130957	FBP2
ENSG00000165140	FBP1
ENSG00000288023	ENSG00000288023
ENSG00000148120	AOPEP
ENSG00000230815	ENSG00000230815
ENSG00000236095	ENSG00000236095
ENSG00000224764	ENSG00000224764
ENSG00000285807	ENSG00000285807
ENSG00000158169	FANCC
ENSG00000229065	ENSG00000229065
ENSG00000271384	ENSG00000271384
ENSG00000185920	PTCH1
ENSG00000271314	ENSG00000271314
ENSG00000271155	ENSG00000271155
ENSG00000271659	ENSG00000271659
ENSG00000229345	ENSG00000229345
ENSG00000228142	ENSG00000228142
ENSG00000175611	ERCC6L2-AS1
ENSG00000268926	ENSG00000268926
ENSG00000182150	ERCC6L2
ENSG00000225194	LINC00092
ENSG00000237212	ENSG00000237212
ENSG00000275465	ENSG00000275465
ENSG00000287187	ENSG00000287187
ENSG00000130948	HSD17B3
ENSG00000232283	HSD17B3-AS1
ENSG00000130958	SLC35D2
ENSG00000165244	ZNF367
ENSG00000286835	ENSG00000286835
ENSG00000287302	ENSG00000287302
ENSG00000130956	HABP4
ENSG00000081377	CDC14B
ENSG00000158122	PRXL2C
ENSG00000224848	ENSG00000224848
ENSG00000081386	ZNF510
ENSG00000196597	ZNF782
ENSG00000290770	MFSD14CP
ENSG00000188152	NUTM2G
ENSG00000136943	CTSV
ENSG00000242375	ENSG00000242375
ENSG00000203279	ENSG00000203279
ENSG00000289356	ENSG00000289356
ENSG00000235494	ENSG00000235494
ENSG00000197816	CCDC180
ENSG00000286375	ENSG00000286375
ENSG00000196116	TDRD7
ENSG00000136842	TMOD1
ENSG00000228174	ENSG00000228174
ENSG00000136925	TSTD2
ENSG00000136937	NCBP1
ENSG00000231521	ENSG00000231521
ENSG00000136936	XPA
ENSG00000236130	PTCSC2
ENSG00000260677	ENSG00000260677
ENSG00000178919	FOXE1
ENSG00000136932	TRMO
ENSG00000287070	ENSG00000287070
ENSG00000136929	HEMGN
ENSG00000136938	ANP32B
ENSG00000236896	ENSG00000236896
ENSG00000095380	NANS
ENSG00000106785	TRIM14
ENSG00000106789	CORO2A
ENSG00000095383	TBC1D2
ENSG00000136928	GABBR2
ENSG00000165138	ANKS6
ENSG00000285706	ENSG00000285706
ENSG00000119514	GALNT12
ENSG00000267026	ENSG00000267026
ENSG00000292223	ADIPINT
ENSG00000204291	COL15A1
ENSG00000270412	ENSG00000270412
ENSG00000106799	TGFBR1
ENSG00000227269	ENSG00000227269
ENSG00000119523	ALG2
ENSG00000106803	SEC61B
ENSG00000271086	NAMA
ENSG00000287955	ENSG00000287955
ENSG00000237461	ENSG00000237461
ENSG00000255145	STX17-DT
ENSG00000234860	ENSG00000234860
ENSG00000119508	NR4A3
ENSG00000136874	STX17
ENSG00000254571	ENSG00000254571
ENSG00000023318	ERP44
ENSG00000119509	INVS
ENSG00000136891	TEX10
ENSG00000066697	MSANTD3
ENSG00000241697	TMEFF1
ENSG00000170681	CAVIN4
ENSG00000148123	PLPPR1
ENSG00000136881	BAAT
ENSG00000136897	MRPL50
ENSG00000136870	ZNF189
ENSG00000136872	ALDOB
ENSG00000225376	TMEM246-AS1
ENSG00000165152	PGAP4
ENSG00000155827	RNF20
ENSG00000198785	GRIN3A
ENSG00000188386	PPP3R2
ENSG00000289079	ENSG00000289079
ENSG00000204250	LINC00587
ENSG00000155833	CYLC2
ENSG00000225564	LINC01492
ENSG00000226566	ENSG00000226566
ENSG00000285483	ENSG00000285483
ENSG00000270332	SMC2-DT
ENSG00000136824	SMC2
ENSG00000186881	OR13F1
ENSG00000283001	ENSG00000283001
ENSG00000148136	OR13C4
ENSG00000204246	OR13C3
ENSG00000186943	OR13C8
ENSG00000277556	OR13C5
ENSG00000276119	OR13C2
ENSG00000136839	OR13C9
ENSG00000290765	ENSG00000290765
ENSG00000179055	OR13D1
ENSG00000136783	NIPSNAP3A
ENSG00000165028	NIPSNAP3B
ENSG00000165029	ABCA1
ENSG00000226334	ENSG00000226334
ENSG00000230013	CT70
ENSG00000286536	ENSG00000286536
ENSG00000070214	SLC44A1
ENSG00000289227	ENSG00000289227
ENSG00000106701	FSD1L
ENSG00000228317	FKTN-AS1
ENSG00000106692	FKTN
ENSG00000186051	TAL2
ENSG00000095209	TMEM38B
ENSG00000234323	LINC01505
ENSG00000225002	ENSG00000225002
ENSG00000229297	ENSG00000229297
ENSG00000237062	ENSG00000237062
ENSG00000148143	ZNF462
ENSG00000230782	ENSG00000230782
ENSG00000226047	ENSG00000226047
ENSG00000119318	RAD23B
ENSG00000226825	LINC01509
ENSG00000287233	ENSG00000287233
ENSG00000136826	KLF4
ENSG00000289987	ENSG00000289987
ENSG00000230030	ENSG00000230030
ENSG00000231678	ENSG00000231678
ENSG00000148156	ACTL7B
ENSG00000187003	ACTL7A
ENSG00000070061	ELP1
ENSG00000119328	ABITRAM
ENSG00000119326	CTNNAL1
ENSG00000106771	TMEM245
ENSG00000260230	FRRS1L
ENSG00000095203	EPB41L4B
ENSG00000070159	PTPN3
ENSG00000157654	PALM2AKAP2
ENSG00000232939	ENSG00000232939
ENSG00000188959	C9orf152
ENSG00000136810	TXN
ENSG00000204193	TXNDC8
ENSG00000165124	SVEP1
ENSG00000232896	ENSG00000232896
ENSG00000030304	MUSK
ENSG00000198121	LPAR1
ENSG00000227531	ENSG00000227531
ENSG00000171133	OR2K2
ENSG00000136813	ECPAS
ENSG00000173258	ZNF483
ENSG00000106853	PTGR1
ENSG00000224644	ENSG00000224644
ENSG00000290837	LRRC37A5P
ENSG00000059769	DNAJC25
ENSG00000242616	GNG10
ENSG00000165181	SHOC1
ENSG00000148154	UGCG
ENSG00000259953	LINC02977
ENSG00000106868	SUSD1
ENSG00000119314	PTBP3
ENSG00000119471	HSDL2
ENSG00000230185	HSDL2-AS1
ENSG00000165185	KIAA1958
ENSG00000148153	INIP
ENSG00000226609	SNX30-DT
ENSG00000148158	SNX30
ENSG00000119457	SLC46A2
ENSG00000271631	SLC46A2-AS1
ENSG00000291094	ENSG00000291094
ENSG00000228623	ZNF883
ENSG00000136866	ZFP37
ENSG00000225684	FAM225B
ENSG00000231528	FAM225A
ENSG00000136867	SLC31A2
ENSG00000119321	FKBP15
ENSG00000136868	SLC31A1
ENSG00000176386	CDC26
ENSG00000136875	PRPF4
ENSG00000165188	RNF183
ENSG00000148225	WDR31
ENSG00000119411	BSPRY
ENSG00000119431	HDHD3
ENSG00000148218	ALAD
ENSG00000148229	POLE3
ENSG00000157653	C9orf43
ENSG00000138835	RGS3
ENSG00000237073	ENSG00000237073
ENSG00000233817	ENSG00000233817
ENSG00000227482	ENSG00000227482
ENSG00000157657	ZNF618
ENSG00000106927	AMBP
ENSG00000136883	KIF12
ENSG00000196739	COL27A1
ENSG00000229314	ORM1
ENSG00000228278	ORM2
ENSG00000106948	AKNA
ENSG00000235119	ENSG00000235119
ENSG00000095397	WHRN
ENSG00000136888	ATP6V1G1
ENSG00000157693	TMEM268
ENSG00000230054	TEX53
ENSG00000230601	TEX48
ENSG00000181634	TNFSF15
ENSG00000173077	DELEC1
ENSG00000106952	TNFSF8
ENSG00000041982	TNC
ENSG00000236461	ENSG00000236461
ENSG00000234692	ENSG00000234692
ENSG00000228714	ENSG00000228714
ENSG00000204148	LINC00474
ENSG00000228707	ENSG00000228707
ENSG00000182752	PAPPA
ENSG00000226604	PAPPA-AS2
ENSG00000244757	ENSG00000244757
ENSG00000256040	PAPPA-AS1
ENSG00000148219	ASTN2
ENSG00000229105	ASTN2-AS1
ENSG00000230894	ENSG00000230894
ENSG00000119401	TRIM32
ENSG00000285820	ENSG00000285820
ENSG00000233516	ENSG00000233516
ENSG00000233569	ENSG00000233569
ENSG00000136869	TLR4
ENSG00000284977	ENSG00000284977
ENSG00000231901	ENSG00000231901
ENSG00000289735	ENSG00000289735
ENSG00000289736	ENSG00000289736
ENSG00000225050	ENSG00000225050
ENSG00000235201	LINC02578
ENSG00000078725	BRINP1
ENSG00000260970	ENSG00000260970
ENSG00000261432	LINC01613
ENSG00000225960	ENSG00000225960
ENSG00000136861	CDK5RAP2
ENSG00000106780	MEGF9
ENSG00000119402	FBXW2
ENSG00000214654	B3GALT9
ENSG00000095261	PSMD5
ENSG00000119403	PHF19
ENSG00000056558	TRAF1
ENSG00000106804	C5
ENSG00000119397	CNTRL
ENSG00000119396	RAB14
ENSG00000148180	GSN
ENSG00000239593	ENSG00000239593
ENSG00000235865	GSN-AS1
ENSG00000148175	STOM
ENSG00000227355	ENSG00000227355
ENSG00000204136	GGTA1
ENSG00000136848	DAB2IP
ENSG00000229854	ENSG00000229854
ENSG00000175764	TTLL11
ENSG00000119421	NDUFA8
ENSG00000185681	MORN5
ENSG00000106852	LHX6
ENSG00000119446	RBM18
ENSG00000148187	MRRF
ENSG00000095303	PTGS1
ENSG00000269970	ENSG00000269970
ENSG00000233616	ENSG00000233616
ENSG00000234156	ENSG00000234156
ENSG00000136834	OR1J1
ENSG00000197233	OR1J2
ENSG00000239590	OR1J4
ENSG00000171505	OR1N1
ENSG00000171501	OR1N2
ENSG00000171496	OR1L8
ENSG00000165202	OR1Q1
ENSG00000280094	OR1B1
ENSG00000173679	OR1L1
ENSG00000171481	OR1L3
ENSG00000136939	OR1L4
ENSG00000171459	OR1L6
ENSG00000148215	OR5C1
ENSG00000136940	PDCL
ENSG00000165204	OR1K1
ENSG00000056586	RC3H2
ENSG00000186130	ZBTB6
ENSG00000171448	ZBTB26
ENSG00000261094	ENSG00000261094
ENSG00000286718	ENSG00000286718
ENSG00000011454	RABGAP1
ENSG00000188394	GPR21
ENSG00000236901	MIR600HG
ENSG00000165209	STRBP
ENSG00000148204	CRB2
ENSG00000119522	DENND1A
ENSG00000237336	ENSG00000237336
ENSG00000230826	ENSG00000230826
ENSG00000106689	LHX2
ENSG00000236668	LHX2-AS1
ENSG00000231227	ENSG00000231227
ENSG00000234921	ENSG00000234921
ENSG00000119408	NEK6
ENSG00000235204	ENSG00000235204
ENSG00000227200	ENSG00000227200
ENSG00000136930	PSMB7
ENSG00000180264	ADGRD2
ENSG00000136931	NR5A1
ENSG00000231149	ENSG00000231149
ENSG00000148200	NR6A1
ENSG00000224020	MIR181A2HG
ENSG00000236643	ENSG00000236643
ENSG00000185585	OLFML2A
ENSG00000136918	WDR38
ENSG00000136942	RPL35
ENSG00000136950	ARPC5L
ENSG00000289285	ENSG00000289285
ENSG00000136935	GOLGA1
ENSG00000173611	SCAI
ENSG00000119414	PPP6C
ENSG00000136933	RABEPK
ENSG00000044574	HSPA5
ENSG00000239705	HSPA5-DT
ENSG00000165219	GAPVD1
ENSG00000287782	ENSG00000287782
ENSG00000119487	MAPKAP1
ENSG00000227068	ENSG00000227068
ENSG00000229582	PBX3-DT
ENSG00000167081	PBX3
ENSG00000232413	ENSG00000232413
ENSG00000288537	ENSG00000288537
ENSG00000228392	ENSG00000228392
ENSG00000196814	MVB12B
ENSG00000233721	ENSG00000233721
ENSG00000226078	ENSG00000226078
ENSG00000224842	LMX1B-DT
ENSG00000136944	LMX1B
ENSG00000238010	ENSG00000238010
ENSG00000286428	ENSG00000286428
ENSG00000169155	ZBTB43
ENSG00000288995	ENSG00000288995
ENSG00000177125	ZBTB34
ENSG00000136828	RALGPS1
ENSG00000136859	ANGPTL2
ENSG00000228487	ENSG00000228487
ENSG00000136895	GARNL3
ENSG00000271833	ENSG00000271833
ENSG00000136856	SLC2A8
ENSG00000196152	ZNF79
ENSG00000197958	RPL12
ENSG00000148356	LRSAM1
ENSG00000136830	NIBAN2
ENSG00000136854	STXBP1
ENSG00000279571	ENSG00000279571
ENSG00000187024	PTRH1
ENSG00000160401	CFAP157
ENSG00000167094	TTC16
ENSG00000160404	TOR2A
ENSG00000095370	SH2D3C
ENSG00000286196	ENSG00000286196
ENSG00000136807	CDK9
ENSG00000136877	FPGS
ENSG00000106991	ENG
ENSG00000225032	ENSG00000225032
ENSG00000106992	AK1
ENSG00000160408	ST6GALNAC6
ENSG00000136840	ST6GALNAC4
ENSG00000167103	PIP5KL1
ENSG00000227218	ENSG00000227218
ENSG00000136908	DPM2
ENSG00000167106	EEIG1
ENSG00000230848	ENSG00000230848
ENSG00000171169	NAIF1
ENSG00000148339	SLC25A25
ENSG00000230536	ENSG00000230536
ENSG00000234771	SLC25A25-AS1
ENSG00000148334	PTGES2
ENSG00000232850	PTGES2-AS1
ENSG00000148346	LCN2
ENSG00000171159	BBLN
ENSG00000148337	CIZ1
ENSG00000106976	DNM1
ENSG00000167110	GOLGA2
ENSG00000175854	SWI5
ENSG00000167112	TRUB2
ENSG00000272696	ENSG00000272696
ENSG00000167113	COQ4
ENSG00000167114	SLC27A4
ENSG00000167118	URM1
ENSG00000207955	MIR219A2HG
ENSG00000167123	CERCAM
ENSG00000273186	ENSG00000273186
ENSG00000136811	ODF2
ENSG00000225951	ODF2-AS1
ENSG00000119392	GLE1
ENSG00000228395	ENSG00000228395
ENSG00000197694	SPTAN1
ENSG00000280474	ENSG00000280474
ENSG00000280758	ENSG00000280758
ENSG00000119333	DYNC2I2
ENSG00000234705	HMGA1P4
ENSG00000119335	SET
ENSG00000160447	PKN3
ENSG00000160446	ZDHHC12
ENSG00000223478	ZDHHC12-DT
ENSG00000160445	ZER1
ENSG00000107021	TBC1D13
ENSG00000167136	ENDOG
ENSG00000198917	SPOUT1
ENSG00000171097	KYAT1
ENSG00000136802	LRRC8A
ENSG00000175287	PHYHD1
ENSG00000175283	DOLK
ENSG00000095319	NUP188
ENSG00000267834	ENSG00000267834
ENSG00000148341	SH3GLB2
ENSG00000148343	MIGA2
ENSG00000287234	ENSG00000287234
ENSG00000167130	DOLPP1
ENSG00000095321	CRAT
ENSG00000234055	ENSG00000234055
ENSG00000119383	PTPA
ENSG00000268707	ENSG00000268707
ENSG00000188483	IER5L
ENSG00000204055	IER5L-AS1
ENSG00000224307	LINC02975
ENSG00000179082	LINC02913
ENSG00000268615	ENSG00000268615
ENSG00000233901	LINC01503
ENSG00000230676	ENSG00000230676
ENSG00000226355	ENSG00000226355
ENSG00000204054	LINC00963
ENSG00000261334	ENSG00000261334
ENSG00000286078	ENSG00000286078
ENSG00000227619	ENSG00000227619
ENSG00000148335	NTMT1
ENSG00000179058	C9orf50
ENSG00000148331	ASB6
ENSG00000234789	ENSG00000234789
ENSG00000167157	PRRX2
ENSG00000236024	PRRX2-AS1
ENSG00000148344	PTGES
ENSG00000136816	TOR1B
ENSG00000136827	TOR1A
ENSG00000136819	C9orf78
ENSG00000136878	USP20
ENSG00000288956	ENSG00000288956
ENSG00000187239	FNBP1
ENSG00000288924	ENSG00000288924
ENSG00000230684	ENSG00000230684
ENSG00000270755	ENSG00000270755
ENSG00000289226	ENSG00000289226
ENSG00000148358	GPR107
ENSG00000196979	GPRACR
ENSG00000107130	NCS1
ENSG00000148357	HMCN2
ENSG00000130707	ASS1
ENSG00000289933	ENSG00000289933
ENSG00000107164	FUBP3
ENSG00000130711	PRDM12
ENSG00000130713	EXOSC2
ENSG00000097007	ABL1
ENSG00000288570	ENSG00000288570
ENSG00000188710	QRFP
ENSG00000130720	FIBCD1
ENSG00000236658	FIBCD1-AS1
ENSG00000050555	LAMC3
ENSG00000126878	AIF1L
ENSG00000126883	NUP214
ENSG00000236986	ENSG00000236986
ENSG00000246851	ENSG00000246851
ENSG00000288727	ENSG00000288727
ENSG00000126882	FAM78A
ENSG00000286547	ENSG00000286547
ENSG00000160539	PLPP7
ENSG00000289000	ENSG00000289000
ENSG00000288701	PRRC2B
ENSG00000291303	ENSG00000291303
ENSG00000288841	ENSG00000288841
ENSG00000176868	ENSG00000176868
ENSG00000130714	POMT1
ENSG00000230289	ENSG00000230289
ENSG00000130717	UCK1
ENSG00000283526	PRRT1B
ENSG00000107263	RAPGEF1
ENSG00000236687	ENSG00000236687
ENSG00000160563	MED27
ENSG00000196358	NTNG2
ENSG00000107290	SETX
ENSG00000125482	TTF1
ENSG00000188523	CFAP77
ENSG00000125492	BARHL1
ENSG00000125485	DDX31
ENSG00000125484	GTF3C4
ENSG00000165695	AK8
ENSG00000224992	ENSG00000224992
ENSG00000165698	SPACA9
ENSG00000165699	TSC1
ENSG00000165702	GFI1B
ENSG00000288989	ENSG00000288989
ENSG00000148308	GTF3C5
ENSG00000170835	CEL
ENSG00000290769	ENSG00000290769
ENSG00000160271	RALGDS
ENSG00000148288	GBGT1
ENSG00000171102	OBP2B
ENSG00000175164	ABO
ENSG00000148296	SURF6
ENSG00000148297	MED22
ENSG00000148303	RPL7A
ENSG00000148290	SURF1
ENSG00000148291	SURF2
ENSG00000148248	SURF4
ENSG00000198870	STKLD1
ENSG00000148300	REXO4
ENSG00000160323	ADAMTS13
ENSG00000160325	CACFD1
ENSG00000160326	SLC2A6
ENSG00000187616	MYMK
ENSG00000197859	ADAMTSL2
ENSG00000196990	FAM163B
ENSG00000261018	ENSG00000261018
ENSG00000123454	DBH
ENSG00000225756	DBH-AS1
ENSG00000123453	SARDH
ENSG00000160293	VAV2
ENSG00000235106	BRD3OS
ENSG00000169925	BRD3
ENSG00000235138	ENSG00000235138
ENSG00000273249	WDR5-DT
ENSG00000196363	WDR5
ENSG00000273473	ENSG00000273473
ENSG00000289220	ENSG00000289220
ENSG00000223729	LINC02247
ENSG00000186350	RXRA
ENSG00000223795	ENSG00000223795
ENSG00000228877	ENSG00000228877
ENSG00000227150	ENSG00000227150
ENSG00000130635	COL5A1
ENSG00000204011	COL5A1-AS1
ENSG00000286502	ENSG00000286502
ENSG00000160339	FCN2
ENSG00000085265	FCN1
ENSG00000236403	ENSG00000236403
ENSG00000130558	OLFM1
ENSG00000227958	ENSG00000227958
ENSG00000233936	ENSG00000233936
ENSG00000178243	LINC02907
ENSG00000235572	ENSG00000235572
ENSG00000225361	PPP1R26-AS1
ENSG00000196422	PPP1R26
ENSG00000160345	PIERCE1
ENSG00000122140	MRPS2
ENSG00000226706	ENSG00000226706
ENSG00000160349	LCN1
ENSG00000122136	OBP2A
ENSG00000122133	PAEP
ENSG00000237339	LINC01502
ENSG00000290889	ENSG00000290889
ENSG00000236543	ENSG00000236543
ENSG00000204007	GLT6D1
ENSG00000148386	LCN9
ENSG00000165643	SOHLH1
ENSG00000107147	KCNT1
ENSG00000130559	CAMSAP1
ENSG00000238058	CAMSAP1-DT
ENSG00000130560	UBAC1
ENSG00000148411	NACC2
ENSG00000260193	LINC02846
ENSG00000238227	TMEM250
ENSG00000275329	ENSG00000275329
ENSG00000107187	LHX3
ENSG00000165661	QSOX2
ENSG00000260220	CCDC187
ENSG00000283769	ENSG00000283769
ENSG00000262075	DKFZP434A062
ENSG00000160360	GPSM1
ENSG00000213221	DNLZ
ENSG00000187796	CARD9
ENSG00000165684	SNAPC4
ENSG00000165689	ENTR1
ENSG00000165688	PMPCA
ENSG00000148384	INPP5E
ENSG00000148396	SEC16A
ENSG00000196366	C9orf163
ENSG00000148400	NOTCH1
ENSG00000227512	ENSG00000227512
ENSG00000237886	NALT1
ENSG00000279141	LINC01451
ENSG00000228401	ENSG00000228401
ENSG00000172889	EGFL7
ENSG00000169692	AGPAT2
ENSG00000165716	DIPK1B
ENSG00000233016	SNHG7
ENSG00000187922	LCN10
ENSG00000267206	LCN6
ENSG00000204001	LCN8
ENSG00000177984	LCN15
ENSG00000244187	TMEM141
ENSG00000213213	CCDC183
ENSG00000228544	CCDC183-AS1
ENSG00000196642	RABL6
ENSG00000232434	AJM1
ENSG00000054148	PHPT1
ENSG00000288873	ENSG00000288873
ENSG00000177943	MAMDC4
ENSG00000107223	EDF1
ENSG00000127191	TRAF2
ENSG00000260190	ENSG00000260190
ENSG00000159069	FBXW5
ENSG00000176919	C8G
ENSG00000184925	LCN12
ENSG00000198454	LINC02692
ENSG00000107317	PTGDS
ENSG00000214402	LCNL1
ENSG00000148362	PAXX
ENSG00000169583	CLIC3
ENSG00000107331	ABCA2
